"4810","DF175","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2006–2010 (OEM = 90J02 iniziale, poi 96J01. CEF #500367 unisce troppi modelli.)"
"4811","DF200","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004–2010 (V6 3.6L, OEM 17461-93J02; #500393 unisce V6 e 2T/PU85, vedi col.6)"
"4812","DF225","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004–2010 (V6 3.6L, stesso discorso DF200/250. #500393)"
"4813","DF250","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004–2010 (V6 3.6L. #500393 non distingue v6 dual prop. Verif. se DF250AP.)"
"4814","DF300","500393",,,,"SUZUKI","OUTBOARD_ENGINES","2007–2010 (primo DF300 4.0L monoprop OK. #500393 = 93J02 in OEM. Non per DF300B dual prop!)"
"4815","DT4","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1984–88 (2T 4HP. #500336 = 17461-985M0. Verif. anni e dimensioni.)"
"4816","DT5","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1977–83 (2T. #500336 idem. Controllare anni reali e misure.)"
"4817","DT6","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1984–98 (2T 6HP. #500336. In OEM 17461-985M0.)"
"4818","DT8","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2001 (Potrebbe essere 92D02 in OEM, CEF unisce a 985M0. Verif. dimensioni.)"
"4819","DT15","500319",,,,"SUZUKI","OUTBOARD_ENGINES","1989–91 (2T 15HP, OEM = 17461-939M0. #500319 plausibile aftermarket.)"
"4820","DT16","500398",,,,"SUZUKI","OUTBOARD_ENGINES","1977–82 (2T. #500398 = generico? Verificare dimensioni girante.)"
"4821","DT20","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1986–88 (2T. #500362G = kit/girante generico. Vedi remark col.6)"
"4822","DT20VE-25QD-25VE-30VE-30QD-40VE","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","(Raggruppati modelli 2T var. anni ‘80/’90: Verif. dimensioni.)"
"4823","DT50","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1999–2005 (2T 50HP fine serie? #500362G generico. Verificare OEM reali.)"
"4824","DT25","500398",,,,"SUZUKI","OUTBOARD_ENGINES","1980–82 (2T 25HP. #500398. Anni e dimensioni da controllare.)"
"4825","DT25","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1984–88 (2T. #500362G. Stessa avvertenza: dimensioni.)"
"4826","DT25C","500399",,,,"SUZUKI","OUTBOARD_ENGINES","1989–2000 (2T 25 “C”. #500399. In OEM si usava 17461-964xx/96312. Verif.)"
"4827","DT28","500398",,,,"SUZUKI","OUTBOARD_ENGINES","1980–82 (2T 28HP. #500398 generico, verif. misure.)"
"4828","DT30","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1984–87 (2T 30HP. #500362G. Stessa avvertenza.)"
"4829","DT30C","500399",,,,"SUZUKI","OUTBOARD_ENGINES","1989–2000 (2T 30 “C”. #500399. In OEM si usava 17461-964xx, vedi above.)"
"4830","DT35","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1987–89 (2T 35HP. #500362G generico, verif. dimensioni.)"
"4831","DT40","500361",,,,"SUZUKI","OUTBOARD_ENGINES","1983 (2T 40HP early. #500361. Potrebbe non coprire DT40C successivi.)"
"4832","DT40C","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1984–95 (2T 40 “C”. #500362G kit/girante generico. In OEM 17461-96312 su versioni tardive.)"
"4833","DT40VZ-DT40QD-DT50C-DT50D-DT50VZ","500361",,,,"SUZUKI","OUTBOARD_ENGINES","(Vari 2T 40–50. #500361 generico. Verificare OEM codici.)"
"4834","DT50QD-DT65VZ-DT60QD-DT65QD","500361",,,,"SUZUKI","OUTBOARD_ENGINES","(Altri 2T 50–65. #500361, controllare dimensioni reali.)"
"4835","DT50VE-DT60VE-DT75VE","500360",,,,"SUZUKI","OUTBOARD_ENGINES","(2T gamma 50–75 VE. #500360, generico. Distinguere kit/girante OEM.)"
"4836","DT55","500312",,,,"SUZUKI","OUTBOARD_ENGINES","1985–97 (2T. In OEM kit 17400-94701. #500312 = CEF adattato.)"
"4837","DT65","500312",,,,"SUZUKI","OUTBOARD_ENGINES","1985–97 (2T 65HP. Stesso discorso DT55. Verif. dimensioni girante.)"
"4838","DT75","500360",,,,"SUZUKI","OUTBOARD_ENGINES","1985–97 (2T 75HP. In OEM kit 17400-95351. #500360 generico.)"
"4839","DT85","500360",,,,"SUZUKI","OUTBOARD_ENGINES","1985–97 (2T 85HP. Stesso kit 17400-95351 in OEM.)"
"4840","DT90/DT100","500365",,,"2 STROKES/2 TEMPI","SUZUKI","OUTBOARD_ENGINES","1990->> (Ok: usa girante 87E12 come DF60/70. #500365 plausibile.)"
"4841","DT115","500367",,,"2 STROKES/2 TEMPI","SUZUKI","OUTBOARD_ENGINES","1981–2001 (2T V4. In OEM kit 17400-94611, no corrisp. 4T. #500367 generico.)"
"4842","DT140","500367",,,,"SUZUKI","OUTBOARD_ENGINES","1986–2001 (2T V4. Stesso discorso DT115: kit 17400-94611. #500367 fuorviante.)"
"4843","DT150","500367",,,,"SUZUKI","OUTBOARD_ENGINES","1987–1996 (2T V6. In OEM 17400-87D11. #500367 = 4T e 2T mix. Errore.)"
"4844","DT200","500367",,,,"SUZUKI","OUTBOARD_ENGINES","1986–2003 (2T V6. OEM kit 17400-87D11. #500367 raggruppa troppi modelli.)"
"4845","PU85 (jet)","500393",,,,"SUZUKI","OUTBOARD_ENGINES","1989–97 (Jet 85HP. #500393 = V6 4T? Sconsigliato, dimensioni da verificare.)"
